Date,Open,High,Low,Close,Adj Close,Volume
2020-12-31,0.1840340048074722,0.1857489943504333,0.176594004034996,0.1813970059156417,0.1813970059156417,1132268397
2021-01-01,0.1813820004463195,0.1842460036277771,0.1720219999551773,0.1753499954938888,0.1753499954938888,1122218004
2021-01-02,0.1753589957952499,0.1842530071735382,0.1692329943180084,0.1774230003356933,0.1774230003356933,1408849504
2021-01-03,0.177382007241249,0.2086790055036544,0.1733759939670562,0.2049950063228607,0.2049950063228607,2303857909
2021-01-04,0.2052360028028488,0.2396609932184219,0.1944500058889389,0.2247619926929474,0.2247619926929474,3260699086
2021-01-05,0.2248169928789138,0.2648859918117523,0.2084539979696273,0.2583140134811401,0.2583140134811401,4097207384
2021-01-06,0.2585490047931671,0.3462980091571808,0.2562249898910522,0.3318980038166046,0.3318980038166046,6170988900
2021-01-07,0.3322719931602478,0.3533439934253692,0.2832159996032715,0.2999800145626068,0.2999800145626068,5149188552
2021-01-08,0.3003869950771332,0.3201909959316253,0.2664760053157806,0.3055970072746277,0.3055970072746277,4560690774
2021-01-09,0.3056110143661499,0.338595986366272,0.2966940104961395,0.3329730033874511,0.3329730033874511,3655608662
2021-01-10,0.3329609930515289,0.340393990278244,0.2845560014247894,0.3048950135707855,0.3048950135707855,3732911206
2021-01-11,0.3049960136413574,0.3049960136413574,0.233033001422882,0.2754659950733185,0.2754659950733185,4768803200
2021-01-12,0.2752490043640136,0.3133699893951416,0.2657270133495331,0.2870030105113983,0.2870030105113983,4037298875
2021-01-13,0.2866879999637604,0.3144649863243103,0.2723950147628784,0.3136090040206909,0.3136090040206909,2656935144
2021-01-14,0.3135460019111633,0.3235520124435425,0.2998000085353851,0.3103959858417511,0.3103959858417511,2686785564
2021-01-15,0.3105539977550506,0.3296850025653839,0.2807419896125793,0.3025299906730652,0.3025299906730652,3171984602
2021-01-16,0.302511990070343,0.3654110133647918,0.3022499978542328,0.3524439930915832,0.3524439930915832,4476161885
2021-01-17,0.3523370027542114,0.3956530094146728,0.3428339958190918,0.3798519968986511,0.3798519968986511,5617481334
2021-01-18,0.379734992980957,0.3954429924488067,0.3662329912185669,0.3714280128479004,0.3714280128479004,3480282508
2021-01-19,0.3714570105075836,0.3829869925975799,0.3636240065097809,0.3691369891166687,0.3691369891166687,2957453653
2021-01-20,0.3689360022544861,0.3761970102787018,0.331957995891571,0.3753939867019653,0.3753939867019653,3281600988
2021-01-21,0.375449001789093,0.3787159919738769,0.3014009892940521,0.3102090060710907,0.3102090060710907,3567902823
2021-01-22,0.3100540041923523,0.359158992767334,0.2835760116577148,0.3495770096778869,0.3495770096778869,4066222238
2021-01-23,0.3493320047855377,0.3572109937667846,0.3367010056972503,0.345643013715744,0.345643013715744,2781033956
2021-01-24,0.3455860018730163,0.3686389923095703,0.3387559950351715,0.3538810014724731,0.3538810014724731,2539663711
2021-01-25,0.3538500070571899,0.3635120093822479,0.3416630029678345,0.343885987997055,0.343885987997055,2339817092
2021-01-26,0.3438409864902496,0.3497529923915863,0.3258149921894073,0.3442339897155761,0.3442339897155761,2557745015
2021-01-27,0.344217985868454,0.344217985868454,0.3054609894752502,0.3130800127983093,0.3130800127983093,2666764973
2021-01-28,0.3130210041999817,0.3534829914569855,0.3061040043830871,0.3461290001869201,0.3461290001869201,2863036709
2021-01-29,0.3523479998111725,0.3667719960212707,0.3320150077342987,0.348131000995636,0.348131000995636,3367098095
2021-01-30,0.3480780124664306,0.3727200031280517,0.3374690115451813,0.362619012594223,0.362619012594223,2866173269
2021-01-31,0.3626079857349396,0.3754050135612488,0.3389520049095154,0.344897985458374,0.344897985458374,2455679992
2021-02-01,0.3448170125484466,0.4171519875526428,0.334194004535675,0.4020330011844635,0.4020330011844635,3838085989
2021-02-02,0.4029519855976105,0.4525949954986572,0.3887870013713836,0.4262470006942749,0.4262470006942749,6504904709
2021-02-03,0.4259589910507202,0.4473550021648407,0.4150460064411163,0.4413999915122986,0.4413999915122986,3648896567
2021-02-04,0.4413569867610931,0.4470140039920807,0.4101580083370209,0.4410510063171386,0.4410510063171386,3553059568
2021-02-05,0.4411419928073883,0.5567240118980408,0.4395560026168823,0.5378739833831787,0.5378739833831787,6808411307
2021-02-06,0.5377579927444458,0.6576279997825623,0.5229740142822266,0.6278859972953796,0.6278859972953796,8109402422
2021-02-07,0.6288319826126099,0.7025390267372131,0.5869489908218384,0.663237988948822,0.663237988948822,11252055620
2021-02-08,0.6623799800872803,0.7194110155105591,0.6342830061912537,0.6825109720230103,0.6825109720230103,9056514741
2021-02-09,0.6821449995040894,0.7090399861335754,0.6693990230560303,0.7035160064697266,0.7035160064697266,5885048712
2021-02-10,0.703548014163971,0.943893015384674,0.703548014163971,0.930317997932434,0.930317997932434,12667653585
2021-02-11,0.930823028087616,0.97332501411438,0.8719499707221985,0.92774099111557,0.92774099111557,10627183208
2021-02-12,0.9270949959754944,0.9450560212135316,0.8711230158805847,0.925586998462677,0.925586998462677,8035829513
2021-02-13,0.9254209995269777,0.9499499797821044,0.8330029845237732,0.905718982219696,0.905718982219696,7532474270
2021-02-14,0.9063299894332886,0.9145960211753844,0.8152009844779968,0.8484190106391907,0.8484190106391907,7159401195
2021-02-15,0.8478249907493591,0.908158004283905,0.7171149849891663,0.8610119819641113,0.8610119819641113,8979888270
2021-02-16,0.8607029914855957,0.9042059779167176,0.840923011302948,0.8709509968757629,0.8709509968757629,6948621246
2021-02-17,0.8709099888801575,0.8959540128707886,0.8264909982681274,0.8909199833869934,0.8909199833869934,5841828077
2021-02-18,0.8908690214157104,0.9569039940834044,0.8908690214157104,0.9141190052032472,0.9141190052032472,4918032802
2021-02-19,0.9142559766769408,0.9437770247459412,0.8852819800376892,0.9276490211486816,0.9276490211486816,4582877243
2021-02-20,0.9274619817733764,1.193958044052124,0.9169210195541382,1.1229579448699951,1.1229579448699951,11454890463
2021-02-21,1.1215840578079224,1.1498990058898926,1.079321026802063,1.1005200147628784,1.1005200147628784,7042361464
2021-02-22,1.100406050682068,1.1341580152511597,0.8515310287475586,1.0991510152816772,1.0991510152816772,10562051439
2021-02-23,1.098768949508667,1.1337050199508667,0.8241450190544128,0.954708993434906,0.954708993434906,11201900117
2021-02-24,0.9549580216407776,1.0748319625854492,0.9025830030441284,1.05165696144104,1.05165696144104,8481334623
2021-02-25,1.0513490438461304,1.1727319955825806,1.0179860591888428,1.0791159868240356,1.0791159868240356,8248286269
2021-02-26,1.0808279514312744,1.2900470495224,0.9951500296592712,1.2411049604415894,1.2411049604415894,14884142109
2021-02-27,1.2421449422836304,1.476652979850769,1.234138011932373,1.3248599767684937,1.3248599767684937,19141980288
2021-02-28,1.32361900806427,1.3611140251159668,1.166092038154602,1.3080589771270752,1.3080589771270752,15732556180
2021-03-01,1.3097920417785645,1.3424079418182373,1.239300012588501,1.2923879623413086,1.2923879623413086,9775330113
2021-03-02,1.2936090230941772,1.2996269464492798,1.188732028007507,1.2255820035934448,1.2255820035934448,8118255106
2021-03-03,1.225718975067139,1.2635250091552734,1.2142339944839478,1.2165930271148682,1.2165930271148682,4937160429
2021-03-04,1.216444969177246,1.229673981666565,1.0692180395126345,1.1148680448532104,1.1148680448532104,7164490225
2021-03-05,1.1146390438079834,1.1951249837875366,1.0411560535430908,1.1685229539871216,1.1685229539871216,7325099027
2021-03-06,1.167456030845642,1.180719971656799,1.0901319980621338,1.131011962890625,1.131011962890625,5348048001
2021-03-07,1.130849003791809,1.142285943031311,1.108307957649231,1.133366942405701,1.133366942405701,4204795554
2021-03-08,1.1329389810562134,1.176216959953308,1.1079210042953491,1.118052959442139,1.118052959442139,3557114310
2021-03-09,1.118144989013672,1.2149230241775513,1.113319993019104,1.195160984992981,1.195160984992981,5317733185
2021-03-10,1.1951030492782593,1.2046819925308228,1.1239700317382812,1.1350029706954956,1.1350029706954956,4215428913
2021-03-11,1.1344130039215088,1.1382499933242798,1.1116429567337036,1.1247899532318115,1.1247899532318115,3633460869
2021-03-12,1.124822974205017,1.128085017204285,1.0327500104904177,1.0391440391540527,1.0391440391540527,4224893051
2021-03-13,1.0388940572738647,1.182898998260498,0.9930520057678224,1.1033140420913696,1.1033140420913696,5871086058
2021-03-14,1.1029820442199707,1.1029820442199707,1.059154033660889,1.059154033660889,1.059154033660889,3738147940
2021-03-15,1.0586010217666626,1.0689129829406738,1.0076279640197754,1.033539056777954,1.033539056777954,4545451677
2021-03-16,1.0332419872283936,1.2588859796524048,1.004307985305786,1.2429529428482056,1.2429529428482056,9502962157
2021-03-17,1.243554949760437,1.4193439483642578,1.2066620588302612,1.3786729574203491,1.3786729574203491,10046495758
2021-03-18,1.3784159421920776,1.4731550216674805,1.237365961074829,1.2390060424804688,1.2390060424804688,11392835545
2021-03-19,1.238559007644653,1.3423550128936768,1.196045994758606,1.3021700382232666,1.3021700382232666,7970282918
2021-03-20,1.3014719486236572,1.3132729530334473,1.2065409421920776,1.2065409421920776,1.2065409421920776,4316999916
2021-03-21,1.2064310312271118,1.2442820072174072,1.1647460460662842,1.18913996219635,1.18913996219635,4064084727
2021-03-22,1.1892030239105225,1.208549976348877,1.089627981185913,1.1098740100860596,1.1098740100860596,4058067310
2021-03-23,1.1093430519104004,1.1741770505905151,1.088027000427246,1.1215519905090332,1.1215519905090332,4609407773
2021-03-24,1.121345043182373,1.163651943206787,1.0565550327301023,1.0750019550323486,1.0750019550323486,3759287517
2021-03-25,1.0744659900665283,1.1529680490493774,1.0559450387954712,1.1015739440917969,1.1015739440917969,5732698268
2021-03-26,1.101425051689148,1.2790759801864624,1.0989559888839722,1.2139689922332764,1.2139689922332764,6325795912
2021-03-27,1.2140820026397705,1.2362769842147827,1.1631489992141724,1.1765769720077517,1.1765769720077517,3106871131
2021-03-28,1.1768200397491455,1.2195830345153809,1.169293999671936,1.1911239624023438,1.1911239624023438,2397009016
2021-03-29,1.1909760236740112,1.2280189990997314,1.1815119981765747,1.2025409936904907,1.2025409936904907,2554597106
2021-03-30,1.2025619745254517,1.2337219715118408,1.1916450262069702,1.2133170366287231,1.2133170366287231,2517422843
2021-03-31,1.213675022125244,1.213675022125244,1.1677199602127075,1.1932640075683594,1.1932640075683594,3190463749
2021-04-01,1.1935529708862305,1.2077189683914185,1.1841299533843994,1.189244031906128,1.189244031906128,2309789364
2021-04-02,1.1892080307006836,1.2459150552749634,1.1876070499420166,1.1965090036392212,1.1965090036392212,2909026267
2021-04-03,1.1963260173797607,1.2441829442977903,1.1716350317001345,1.1732770204544067,1.1732770204544067,3355350115
2021-04-04,1.1729730367660522,1.1997480392456057,1.1662789583206177,1.1914199590682983,1.1914199590682983,2166855014
2021-04-05,1.1915520429611206,1.2267459630966189,1.1765120029449463,1.2143000364303589,1.2143000364303589,2992739340
2021-04-06,1.214279055595398,1.3408950567245483,1.1953890323638916,1.2553540468215942,1.2553540468215942,6301229657
2021-04-07,1.255457043647766,1.291087031364441,1.1651179790496826,1.1751489639282229,1.1751489639282229,4771395490
2021-04-08,1.1761319637298584,1.2237930297851562,1.1731560230255127,1.2194360494613647,1.2194360494613647,2315835365
2021-04-09,1.219454050064087,1.2289799451828003,1.1949310302734375,1.2035399675369265,1.2035399675369265,1678933674
2021-04-10,1.2035330533981323,1.2519199848175049,1.1963109970092771,1.2187579870224,1.2187579870224,2481275569
2021-04-11,1.2183589935302734,1.292286992073059,1.200775980949402,1.266734957695007,1.266734957695007,3636786443
2021-04-12,1.2662060260772705,1.3465880155563354,1.2654739618301392,1.3161269426345823,1.3161269426345823,4918248258
2021-04-13,1.3148950338363647,1.437677025794983,1.2837929725646973,1.4117859601974487,1.4117859601974487,5896543066
2021-04-14,1.4109989404678345,1.5577609539031982,1.3530060052871704,1.4554200172424316,1.4554200172424316,9596107541
2021-04-15,1.4538040161132812,1.494799017906189,1.4153929948806765,1.4815880060195925,1.4815880060195925,5337358369
2021-04-16,1.479627013206482,1.5189839601516724,1.339908003807068,1.4169490337371826,1.4169490337371826,5692183858
2021-04-17,1.413843035697937,1.456151008605957,1.3680590391159058,1.3848689794540403,1.3848689794540403,4058018560
2021-04-18,1.3861809968948364,1.397696018218994,1.098976969718933,1.275501012802124,1.275501012802124,7454680286
2021-04-19,1.2780050039291382,1.3223869800567627,1.174247980117798,1.1979589462280271,1.1979589462280271,5665978235
2021-04-20,1.1946090459823608,1.2806930541992188,1.1306469440460205,1.2659339904785156,1.2659339904785156,4855633658
2021-04-21,1.2677350044250488,1.286463975906372,1.200816035270691,1.2067350149154663,1.2067350149154663,4078624182
2021-04-22,1.2039010524749756,1.2774440050125122,1.1175990104675293,1.147017002105713,1.147017002105713,4693396293
2021-04-23,1.145823955535889,1.1655759811401367,0.9352269768714904,1.155701994895935,1.155701994895935,7196378408
2021-04-24,1.158782958984375,1.1962840557098389,1.096959948539734,1.101354956626892,1.101354956626892,3566224272
2021-04-25,1.1027029752731323,1.146124005317688,1.0227750539779663,1.0882500410079956,1.0882500410079956,2465672138
2021-04-26,1.0901859998703003,1.2498760223388672,1.082105040550232,1.2340190410614014,1.2340190410614014,3201086934
2021-04-27,1.2375949621200562,1.329766035079956,1.224979043006897,1.306926965713501,1.306926965713501,2985492683
2021-04-28,1.305966019630432,1.3481980562210083,1.2352149486541748,1.335665941238403,1.335665941238403,2981476669
2021-04-29,1.3371069431304932,1.4103310108184814,1.2679400444030762,1.3080140352249146,1.3080140352249146,3997566407
2021-04-30,1.3061959743499756,1.3690409660339355,1.287837028503418,1.3524490594863892,1.3524490594863892,2691072833
2021-05-01,1.352431058883667,1.367414951324463,1.3190629482269287,1.3530709743499756,1.3530709743499756,2030816122
2021-05-02,1.3514020442962646,1.3548890352249146,1.295577049255371,1.3268120288848877,1.3268120288848877,1994291746
2021-05-03,1.3269380331039429,1.37978994846344,1.3225270509719849,1.362030029296875,1.362030029296875,2398404766
2021-05-04,1.3629390001296997,1.3656810522079468,1.2589290142059326,1.274111032485962,1.274111032485962,3342089372
2021-05-05,1.2709859609603882,1.4934240579605105,1.260830044746399,1.4755289554595947,1.4755289554595947,4797068103
2021-05-06,1.4781099557876587,1.699504017829895,1.4337999820709229,1.650123953819275,1.650123953819275,10679657004
2021-05-07,1.648682951927185,1.7453290224075315,1.5302289724349976,1.65345299243927,1.65345299243927,7324573762
2021-05-08,1.6545439958572388,1.6545439958572388,1.5640840530395508,1.619554042816162,1.619554042816162,3959173109
2021-05-09,1.620347023010254,1.829795002937317,1.5759979486465454,1.7705620527267456,1.7705620527267456,8065503276
2021-05-10,1.7660679817199707,1.8226089477539065,1.5293079614639282,1.6446959972381592,1.6446959972381592,6463330466
2021-05-11,1.6417169570922852,1.7781120538711548,1.596675992012024,1.7640769481658936,1.7640769481658936,5428571805
2021-05-12,1.763504981994629,1.818941950798035,1.5527750253677368,1.5527750253677368,1.5527750253677368,5338469591
2021-05-13,1.5684499740600586,1.9699339866638184,1.505321025848389,1.93366801738739,1.93366801738739,14513419581
2021-05-14,1.9272830486297607,2.0421030521392822,1.8171520233154297,2.004796028137207,2.004796028137207,7654204713
2021-05-15,2.0066239833831787,2.3717520236968994,1.9665240049362185,2.1740269660949707,2.1740269660949707,15517858775
2021-05-16,2.171433925628662,2.461766004562378,2.013284921646118,2.309113025665283,2.309113025665283,12524150427
2021-05-17,2.300189971923828,2.3250019550323486,1.925519943237305,2.032226085662842,2.032226085662842,11250259740
2021-05-18,2.0281031131744385,2.1503820419311523,1.979630947113037,2.003662109375,2.003662109375,6744829200
2021-05-19,2.0065839290618896,2.0280919075012207,1.0280309915542605,1.4825210571289062,1.4825210571289062,16313794033
2021-05-20,1.4719610214233398,1.9432289600372317,1.3274120092391968,1.8104690313339236,1.8104690313339236,11788522531
2021-05-21,1.8025939464569087,1.868630051612854,1.3267760276794434,1.5522769689559937,1.5522769689559937,9055414507
2021-05-22,1.5531129837036133,1.6010199785232544,1.3779430389404297,1.463621973991394,1.463621973991394,6572397780
2021-05-23,1.4656800031661987,1.539639949798584,1.0560359954833984,1.325435996055603,1.325435996055603,9297651823
2021-05-24,1.3162360191345217,1.5979130268096924,1.2703609466552734,1.5494849681854248,1.5494849681854248,7365907636
2021-05-25,1.5503729581832886,1.648563027381897,1.439743995666504,1.5553690195083618,1.5553690195083618,5723130829
2021-05-26,1.554463028907776,1.832432985305786,1.554463028907776,1.7827019691467283,1.7827019691467283,6638876193
2021-05-27,1.781136989593506,1.7904770374298096,1.612414002418518,1.645959973335266,1.645959973335266,4266751905
2021-05-28,1.6506359577178955,1.677706956863403,1.452244997024536,1.5119869709014893,1.5119869709014893,5373114660
2021-05-29,1.5136229991912842,1.5617409944534302,1.335858941078186,1.4062319993972778,1.4062319993972778,3902596499
2021-05-30,1.404302954673767,1.6889770030975342,1.3518199920654297,1.577278971672058,1.577278971672058,4974774760
2021-05-31,1.5756440162658691,1.7506200075149536,1.5272090435028076,1.742777943611145,1.742777943611145,4491096277
2021-06-01,1.7384469509124756,1.7795909643173218,1.6605490446090698,1.7347530126571655,1.7347530126571655,4123980990
2021-06-02,1.736103057861328,1.8038489818573,1.719254970550537,1.7528239488601685,1.7528239488601685,3453620094
2021-06-03,1.7546429634094238,1.8886499404907229,1.7177619934082031,1.840471029281616,1.840471029281616,3443770332
2021-06-04,1.846714973449707,1.848484992980957,1.609734058380127,1.710908055305481,1.710908055305481,4583062567
2021-06-05,1.7099159955978394,1.7831770181655884,1.6117149591445925,1.6590089797973633,1.6590089797973633,2969362191
2021-06-06,1.6564610004425049,1.7065240144729614,1.6477019786834717,1.6782480478286743,1.6782480478286743,1748045655
2021-06-07,1.677225947380066,1.740568995475769,1.5571060180664062,1.564105987548828,1.564105987548828,2644319967
2021-06-08,1.5670510530471802,1.594298005104065,1.4027849435806274,1.5880299806594849,1.5880299806594849,4318242183
2021-06-09,1.5834859609603882,1.6304140090942385,1.485164999961853,1.624825954437256,1.624825954437256,3551319865
2021-06-10,1.6277780532836914,1.6359729766845703,1.5085779428482056,1.5318570137023926,1.5318570137023926,2366588153
2021-06-11,1.533136963844299,1.546059012413025,1.4208519458770752,1.436378002166748,1.436378002166748,2477031735
